Year,Meet,Elevation
2012,ERAU Spike's Classic - College/Open,
2017,ERAU vs WV Wesleyan,
2013,ESU All American Meet,
2012,ESU All American Meet,
2011,ESU All American Meet,
2010,ESU All-American Invitational,
2013,ESU Deschriver Indoor Invite,
2014,ESU Deschriver Invitational,
2010,ESU Deschriver Invite,
2012,ESU Deschrivier Invite,
2012,ESU Relays,
2017,ESU Spring Invitational,
2018,ETBU Tiger Invitational,
2017,ETBU Tiger Invitational,
2015,ETSU Invitational,
2014,ETSU Niswonger 2014,
2013,ETSU Niswonger Invitational 2013,
2016,ETSU Track & Field Invitational,
2017,ETSU Track & Field Invitational 2017,
2018,ETSU Track & Field Invitational 2018,
2019,ETSU Track & Field Invitational 2019,
2020,ETSU Track & Field Invitational 2020,
2016,Eagle Cross Country Challenge,
2017,Eagle Invitational,
2015,Eagles and Jackets Open,
2016,East Bay Invite,
2018,East Bay Invite,
2017,East Bay Invite,
2012,East Coast Conference,
2015,East Coast Conference Championships,
2016,East Coast Conference Championships,
2014,East Coast Conference Championships,
2018,East Coast Conference Championships,
2013,East Coast Conference Championships,
2019,East Coast Conference Championsips,
2017,East Coast Conference Cross Country Championships,
2013,East Coast Conference Indoor Championships,
2011,East Stroudsburg College Invitational,
2010,East Stroudsburg Deschriver Invite,
2019,East Texas Cross Country Shootout,
2016,East Texas Invitational,
2017,East Texas Invitational,
2019,East Texas Invitational 2019,
2014,East Texas Invite,
2015,East Texas Invite,
2018,East Texas Shootout,
2017,East Texas Shootout,
2019,Ed Boitano Invitational,
2012,Ed Fry Invitational,
2014,Ed Jacoby Invite & Multi  Jan 31 -,
2015,Ed Jacoby Invite and Multi 2015,
2015,Ed Temple Classic,
2010,Edinboro Dome Al Hall Freedom Games,
2016,Edinboro Invitational,
2013,Edinboro Rag Relays,
2011,Edinboro University Al Hall Freedom Games,
2015,Eighth Annual Rust Buster,
2012,Elliston Earlybird Open/Multi,
2018,Elm City Challenge,
2014,Elm City Duel Challenge,
2018,Elmhurst College Earlybird Invitational,
2019,Elms College Cross-Country Invitational,
2018,Elon Opener,
2017,Elon Opener,
2015,Elon XC Invitational,
2016,Elon XC Opener,
2018,Embry-Riddle Asics Classic,
2017,Embry-Riddle Asics Classic - College,
2019,Embry-Riddle Asics Classic - College,
2016,Embry-Riddle Asics Classic - Collegiate,
2012,Embry-Riddle Asics Cross Country Classic,
2015,Embry-Riddle Asics Cross Country Classic,
2014,Embry-Riddle Asics Cross Country Classic - Colleges,
2020,Embry-Riddle Bahamas House First Chance Last Chance Meet,
2018,Embry-Riddle First Chance Last Chance,
2019,Embry-Riddle First Chance Meet,
2017,Embry-Riddle First Chance-Last Chance,
2016,Embry-Riddle Indoor-Outdoor Challenge,
2014,Embry-Riddle Indoor-Outdoor Challenge,
2019,Embry-Riddle Indoor-Outdoor Challenge,
2020,Embry-Riddle Indoor-Outdoor Challenge,
2017,Embry-Riddle Indoor/Outdoor Challenge,
2015,Embry-Riddle Indoor/Outdoor Challenge,
2010,Embry-Riddle Indoor/Outodoor Challenge,
2015,Embry-Riddle Last Chance,
2013,Embry-Riddle Last Chance Indoor Meet,
2016,Embry-Riddle Last Chance Meet,
2014,Embry-Riddle Last Chance Meet,
2011,Embry-Riddle Spike's Classic,
2018,Embry-Riddle Spike's Classic,
2014,Embry-Riddle Spike's Classic,
2017,Embry-Riddle Spike's Classic (Collegiate)  Mar 31 -,
2019,Embry-Riddle Spike's Classic (collegiate teams),
2010,Embry-Riddle Spike's Classic - College,
2015,Embry-Riddle Spike's Classic - College,
2016,Embry-Riddle Spike's Classic - Collegiate,
2013,Embry-Riddle Spike's Classic - Collegiate,
2018,Embry-Riddle West Virginia Wesleyan Dual,
2012,Emerald City Open,
2019,Emerald City Open Cross Country,
2019,Emmanuel College Indoor Opener,
2014,Emory Classic,
2019,Emory Classic,
2015,Emory Classic,
2013,Emory Classic,
2018,Emory Classic,
2017,Emory Classic,
2012,Emory Classic,
2011,Emory Classic,
2016,Emory CrossPlex Invitational,
2018,Emory Crossplex,
2013,Emory Crossplex Invitational,
2015,Emory Crossplex Invitational,
2014,Emory Crossplex Invitational,
2017,Emory Crossplex Invitational,
2020,Emory Crossplex Showdown,
2014,Emory Invitational,
2012,Emory Invitational,
2010,Emory Invitational,
2016,Emory Invitational,
2015,Emory Invitational,
2019,Emory Invitational,
2018,Emory Invitational,
2013,Emory Invitational,
2017,Emory Invitational,
2014,Emporia State Invitational,
2012,Emporia State Invitational,
2018,Emporia State Relays,
2013,Emporia State Relays,
2018,Emporia State Spring Invite,
2019,Emporia State Spring Invite,
2013,Emporia State XC Invitational,
2019,Emporia State XC Invitational,
2015,Emporia State XC Invitational,
2018,Engineer Invitational,
2016,Engineer Invitational,
2011,Ernie Mousseau Track & Field Classic,
2015,Eye Opener,
2016,Eye Opener 2016,
2017,Eye Opener Cross Country Festival 2017,
2018,Eye Opener Cross Country Festival 2018,
2018,F. Lee Slick Track & Field Invitational,
2015,FAMU Bobby Lang Meet,
2011,FAMU Relays,
2016,FAMU Relays,
2010,FAU / FIU Invitational,
2015,FAU Collegiate Cross Country Invitational,
2011,FAU Invitational,
2012,FGCU Invitational,
2018,FHSAA 1A Region 4,
2017,FHSU Alex Francis Classic,
2019,FHSU Alex Francis Classic,
2018,FHSU Alumni Run,
2014,FHSU Open,
2013,FIU Felsberg Invitational,
2012,FIU Felsberg Invitational,
2011,FIU Felsberg Invitational,
2019,FLRunners.com Invitational 20,
2017,FLrunners Invitational 18,
2014,FSU Cross Country Invitational (College),
2016,FSU Invitational,
2017,FSU Invitational,
2019,FSU Invitational,
2012,FSU Relays,
2011,FSU Relays,
2013,FSU Relays,
2014,FSU Relays (College/Open),
2014,FSU Seminole Invitational,
2013,FSU Seminole Invitational,
2013,FSU Spring Meet,
2014,FSU Twilight,
2012,FSU XC Invitational,
2013,FSU XC Invitational,
2017,FURMAN XC CLASSIC,
2018,Falcon Classic,
2017,Falcon Classic,
2016,Falcon Classic,
2015,Falcon Classic,
2018,Falcon Finale & Multi-Last Chance,
2011,Falcon Invitational,
2017,Falcon Track & Field Classic/Multi,
2019,Falcon Track and Field Classic and Multi,
2018,Falcon Winter Classic,
2019,FasTrak Athletix Collegiate & Unattached Indoor Opener,
2019,FasTrak Invitational,
2018,Fast Cats,
2013,Fast Cats Classic,
2016,Fast Cats Classic,
2015,Fast Cats Classic,
2020,Fast Cats Cross Country Classic,
2019,Fastrack National Invite,
2016,Fastrack National Invite,
2017,Fastrack National Invite,
2018,Fastrack National Invite,
2013,Father Leeber Invitational,
2011,Fazoli/Baymont Inn Invitational,
2010,Fazoli/Baymont Invitational,
2019,Fearless Champion Open,
2013,"Ferris State ""Bulldog"" Invite",
2016,Ferris State 'Ray Helsing' Bulldog Invite,
2011,Ferris State Bulldog Invite,
2012,Ferris State Bulldog Invite,
2017,Ferris State Bulldog Open,
2010,Ferris State Bulldog Open,
2018,Ferris State Ray Helsig Invite,
2017,Ferris State Ray Helsing Bulldog Invite,
2018,Festival Year Fiasco,
2012,Fighting Scots Invitational,
2013,Findlay Indoor Classic,
2013,Findlay Indoor Open,
2011,Findlay Indoor Track & Field Classic,
2012,Findlay Indoor Track & Field Classic,
2016,Findlay Indoor Track & Field Classic,
2011,Findlay Indoor Track & Field Open,
2012,Findlay Oiler Opener,
2014,Findlay Open,
2010,Findlay Open,
2018,Finn Pincus Invitational,
2019,Finn Pincus Invitational,
2020,Finn Pincus Invitational,
2017,Finn Pincus Invitational,
2014,Fire Short Course Inv.,
2015,Fire Short Course Invitational,
2010,Fitchburg State Jim Sheehan Memorial Meet,
2016,Flatlander Dual,
2017,Flatlander Invite,
2015,Flatlander Quad,
2016,Florida Atlantic University Collegiate Cross Country Invitational,
2017,Florida Atlantic University Cross Country Invitational,
2016,Florida DII Intercollegiate Invitational,
2017,Florida Division 2 Challenge,
2018,Florida Relays,
2019,Florida Relays,
2014,Florida Relays,
2015,Florida Relays,
2017,Florida Relays  Mar 30 -,
2016,Florida Relays  Mar 31 -,
2013,Florida Relays (College/Open),
2015,Florida State Cross Country Invitational/ Collge Pre-ACC,
2020,Florida State Invitational,
2016,Florida Tech Cross Country Invitational,
2019,Florida Tech Invitational,
2017,Florida Tech Invitational,
2014,Flrunners Invitational 15,
2019,Flying Fleet Invitational,
2013,Foothills Invitational,
2014,Foothills Invitational,
2019,Fordham Fiasco/ Ed Joyce Memorial,
2015,Fordham University Fiasco XC Invational,
2017,Fordham University Fiasco XC Invitational,
2016,Fordham University Fiasco XC Invitational,
2017,Forest Park Cross Country Festival,
2011,Fort Hays State Alex Francis Classic,
2012,Fort Hays State Open,
2017,Fort Hays State Open,
2012,Fort Hays State Quad,
2018,Fort Hays State Tiger Open,
2015,Fort Hays State Tiger Open,
2016,Fort Hays State Tiger Open,
2014,Fort Hays State Tiger Open,
2013,Fort Hays State XC Open Men,
2010,Fort Hays-Pitt State-Kearney-Chadron Quad,
2019,Fort Lewis XC Meet,
2019,Fort Smith Invitational,
2013,Franklin Pierce Bruce Kirsh Cross Country Cup,
2014,Franklin Pierce Bruce Kirsh Cross Country Cup,
2018,Fred Hardy Invitational,
2013,Fred Wilt Boilermaker Invitational,
2015,Fredonia Blue Devil Invitational,
2017,Fredonia Invite 2017,
2013,Fredonia State Invitational,
2014,Fremont Hill and Bale,
2020,Friday Night Special,
2015,Friday Night Special,
2017,Friends Invitational,
2016,Friends University Invitational,
2018,Friends University Spring Open,
2019,Friends University Spring Open,
2016,Friends University Spring Open,
2013,Friendship Cross Country Invitational,
2015,Friendship Invitational,
2014,Friendship Invitational,
2016,Friendship Invitational 2016,
2017,Friendship Invitational 2017,
2020,Frigid Bee Invitational,
2019,Frigid Bee Invitational,
2019,Frontier XC Preview,
2019,Fum McGraw,
2013,Furman Blue Shoes Invitational,
2013,Furman Cross Country Classic,
2017,Furman Gene Mullin Invite,
2016,Furman XC Classic,
2015,Furman XC Classic,
2013,G-MAC Cross Country Championships,
2019,G-MAC Cross Country Championships,
2020,G-MAC Indoor Track & Field Championships,
2018,G-MAC Indoor Track and Field Championships,
2017,G-MAC Outdoor Track & Field Championships,
2014,G-MAC Outdoor Track and Field Championship,
2018,G-MAC Outdoor Track and Field Championships,
2019,G-MAC Outdoor Track and Field Championships,
2013,GAC Championships,
2016,GAC Conference Championship,
2015,GAC Cross Country Championships,
2016,GAXC - NC Central vs Hampton,
2014,GC/Armstrong Dual Meet,
2017,GCU Last Chance Meet,
2014,GCU Last Chance Meet,
2016,GFU XC Classic,
2014,GLIAC CC Championships,
2016,GLIAC Championship 2016,
2017,GLIAC Championship 2017,
2012,GLIAC Conference Championships,
2015,GLIAC Cross Country Championships,
2013,GLIAC Cross Country Championships 2013,
2011,GLIAC Indoor Championships,
2015,GLIAC Indoor Championships  Feb 28 -,
2016,GLIAC Indoor Track & Field Championships,
2018,GLIAC Indoor Track & Field Championships,
2013,GLIAC Indoor Track & Field Championships,
2010,GLIAC Indoor Track & Field Championships,
2017,GLIAC Indoor Track & Field Championships,
2019,GLIAC Indoor Track & Field Championships,
2012,GLIAC Indoor Track & Field Championships,
2020,GLIAC Indoor Track & Field Championships  Feb 29 -,
2012,GLIAC Outdoor Track & Field Championship,
2017,GLIAC Outdoor Track & Field Championship,
2019,GLIAC Outdoor Track & Field Championships,
2010,GLIAC Outdoor Track & Field Championships,
2011,GLIAC Outdoor Track & Field Championships,
2013,GLIAC Outdoor Track & Field Championships,
2018,GLIAC Outdoor Track & Field Championships,
2014,GLIAC Outdoor Track & Field Championships  Apr 30 -,
2017,GLVC Championships,
2016,GLVC Championships,
2019,GLVC Championships,
2014,GLVC Championships  Feb 28 -,
2015,GLVC Championships  Feb 28 -,
2020,GLVC Championships  Feb 29 -,
2015,GLVC Conference Championships,
2016,GLVC Conference Championships,
2018,GLVC Conference Championships,
2013,GLVC Cross Country Championships,
2020,GLVC East Divisional,
2010,GLVC Indoor Championships,
2018,GLVC Indoor Track & Field Championships,
2011,GLVC Indoor Track & Field Championships,
2013,GLVC Indoor Track and Field Championships,
2011,GLVC Outdoor Championships,
2018,GLVC Outdoor Track & Field Championships,
2016,GLVC Outdoor Track & Field Championships,
2017,GLVC Outdoor Track & Field Championships,
2013,GLVC Outdoor Track & Field Championships,
2014,GLVC Outdoor Track & Field Championships,
2010,GLVC Outdoor Track and Field Championships,
2020,GLVC Pod 2,
2020,GLVC Pod 3 Tri Invite,
2020,GLVC Pod 4 Tri Invite,
2020,GLVC Pod 5 Tri Invite,
2020,GLVC R1 Triangular,
2020,GLVC West Divisionsal,
2020,GLVC XC Championships,
2017,GLVC XC Conference Championships,
2013,GNAC Cross Country Championships,
2012,GNAC Cross Country Championships,
2014,GNAC Cross Country Championships,
2020,GNAC Indoor Track & Field Championship,
2014,GNAC Indoor Track & Field Championships,
2012,GNAC Indoor Track & Field Championships,
2019,GNAC Indoor Track & Field Championships,
2013,GNAC Indoor Track & Field Championships,
2015,GNAC Indoor Track & Field Championships,
2011,GNAC Indoor Track & Field Championships,
2018,GNAC Indoor Track and Field Championship,
2014,GNAC Outdoor Track & Field Championships,
2015,GNAC Outdoor Track & Field Championships,
2010,GNAC Outdoor Track & Field Championships,
2012,GNAC Outdoor Track & Field Championships,
2011,GNAC Outdoor Track & Field Championships,
2019,GNAC Outdoor Track & Field Championships,
2013,GNAC Outdoor Track & Field Championships,
2011,GPAC Indoor Championships,
2011,GPAC Outdoor Conference 2011,
2014,GRU Invitational,
2019,GSC / PBC Challenge,
2017,GVSU 2nd to Last Chance Meet,
2012,GVSU 2nd to Last Chance Meet,
2014,GVSU 5-Way,
2019,GVSU Al Owens Classic,
2018,GVSU Al Owens Classic,
2012,GVSU Al Owens Classic,
2013,GVSU Al Owens Classic,
2017,GVSU Al Owens Open,
2012,GVSU Big Meet,
2011,GVSU Big Meet,
2013,GVSU Big Meet,
2010,GVSU Big Meet,
2019,GVSU Big Meet (Friday),
2017,GVSU Big Meet (Saturday),
2019,GVSU Big Meet (Saturday),
2016,GVSU Big Meet (Saturday),
2020,GVSU Big Meet (Saturday),
2015,GVSU Big Meet (Saturday),
2014,GVSU Big Meet Invite,
2015,GVSU Big Meet Invite (Friday),
2020,GVSU Big Meet Invite (Friday),
2017,GVSU Big Meet Invite (Friday),
2016,GVSU Big Meet Invite (Friday),
2018,GVSU Big Meet- Friday,
2018,GVSU Big Meet- Saturday,
2020,GVSU Bill Clinger Classic,
2010,GVSU Bob Eubanks Open,
2016,GVSU Bob Eubanks Open,
2011,GVSU Bob Eubanks Open,
2018,GVSU Bob Eubanks Open,
2012,GVSU Bob Eubanks Open,
2010,GVSU Grand Rapids Championships,
2018,GVSU Holiday Open,
2019,GVSU Holiday Open,
2016,GVSU Holiday Open,
2020,GVSU Holiday Open,
2017,GVSU Holiday Open,
2014,GVSU Laker Early Bird,
2015,GVSU Laker Early Bird,
2012,GVSU Laker Early Bird,
2012,GVSU Last Chance Meet,
2019,GVSU Mike Lints Alumni Open,
2011,GVSU Mike Lints Alumni Open,
2012,GVSU Mike Lints Alumni Open,
2014,GVSU Mike Lints Alumni Open,
2013,GVSU Mike Lints Alumni Open,
2020,GVSU Mike Lints Alumni Open,
2017,GVSU Mike Lints Alumni Open,
2010,GVSU Mike Lints Alumni Open,
2016,GVSU Mike Lints Alumni Open,
2018,GVSU Mike Lints Alumni Open,
2015,GVSU Mike Lints Alumni Open,
2017,GVSU Open,
2016,GVSU Open,
2018,GVSU Open,
2019,GVSU Open,
2015,GVSU Quad,
2013,GVSU Quad,
2014,GVSU SECOND TO LAST CHANCE MEET,
2015,GVSU Second to Last Chance,
2016,GVSU Second to Last Chance,
2013,GVSU Second to Last Chance Meet,
2016,GVSU Tune Up,
2014,GVSU Tune Up,
2017,GVSU Tune Up,
2015,GVSU Tune Up,
2019,GVSU Tune-Up,
2018,GVSU Tune-Up,
2013,GVSU Tune-Up,
2012,GVSU Tune-Up,
2015,GVSU VS SVSU,
2014,GVSU VS SVSU,
2012,GVSU vs. SVSU,
2013,GVSU vs. SVSU,
2011,GaREAT Collegiate Open,
2016,Gabby Reuveni Early Bird,
2012,Galen Piper Cross Country Challenge,
2014,Galen Piper Cross Country Challenge,
2016,Galen Piper Cross Country Challenge,
2015,Galen Piper Cross Country Challenge,
2013,Galen Piper Cross Country Challenge,
2017,Galen Piper Cross Country Challenge,
2019,Gamecock Inaugural,
2013,Gamecock Indoor Invitational,
2018,Gamecock Invitational,
2016,Gamecock Invitational,
2012,Gamecock Invitational,
2017,Gamecock Invitational,
2019,Gamecock Invitational Outdoor,
2014,Gamecock Invitational#1,
2014,Gamecock Invitational#2,
2020,Gamecock Opener,
2019,Garden City Dual Meet,
2018,Gary Stoner Invitational,
2015,Gary Stoner Invitational,
2017,Gary Stoner Invitational,
2017,Gary White Duel,
2018,Gary White Duels,
2014,Gates Farm NE10 Preview Meet,
2011,Gator Invitational,
2013,Gene Anderson Invitational,
2019,Gene Anderson Invitational,
2012,Gene Anderson UNC Invitational,
2020,Gene Edmonds Memorial,
2019,Gene Edmonds Open,
2019,Geneseo Early Season Invitational,
2011,Geneseo Invitational,
2015,Geneseo Mike Woods Invitational,
2018,George Davis Invitational,
2016,George Davis Invitational,
2017,George Davis Invitational,
2019,George Davis Invitational,
2013,George Davis Invitational T&F Meet,
2010,George Davis Invitational T&F Meet,
2014,George Davis Invitational T&F Meet,
2011,George Davis Invitational T&F Meet,
2012,George Davis Invitational T&F Meet,
2017,George Kyte Classic,
2014,George Kyte Classic,
2018,George Kyte Classic,
2012,George Mason Last Chance,
2013,George Mason Last Chance,
2018,George Mason Spring Invitational,
2013,George Mason Spring Invitational,
2011,George Mason University Last Chance Track Meet,
2016,George Washington v. Franklin Pierce,
2018,Georgia Bulldog Invitational,
2014,Georgia College Invitational,
2011,Georgia Intercollegiate Invitational,
2015,Georgia Invitational,
2014,Georgia Invitational,
