Year,Meet,Elevation
2016,SRU Last Chance Meet,
2019,SRU Last Chence,
2019,SRU OPEN,
2017,SRU Open,
2015,SRU Open,
2016,SRU Open,
2014,SRU Open,
2018,SRU Open,
2013,SRU last Chance,
2015,ST. OLAF INVITATIONAL,
2017,SU Challenge,
2020,SU Invitational,
2015,SU Invite,
2013,SU Open,
2018,SUNY Geneseo Early Season Invitational,
2017,"SVSU ""Doug Hansen"" Open",
2019,"SVSU ""Doug Hansen"" Open",
2018,"SVSU ""Doug Hansen"" Open",
2020,"SVSU ""Doug Hansen"" Open",
2018,"SVSU ""Jet's Pizza"" Invitational",
2020,"SVSU ""Jet's Pizza"" Invitational",
2019,"SVSU ""Jet's Pizza"" Invitational",
2015,"SVSU ""Jets Pizza"" Invitational",
2014,"SVSU ""The Cardinal""",
2013,"SVSU ""The Cardinal""",
2012,SVSU - GVSU Dual,
2013,SVSU - GVSU Dual,
2014,SVSU - GVSU Dual,
2015,SVSU Classic,
2016,SVSU Classic,
2017,SVSU Classic,
2015,SVSU Doug Hansen Open,
2016,SVSU Doug Hansen Open,
2014,SVSU Holiday Classic,
2016,SVSU Holiday Open,
2020,SVSU Holiday Open & Multis,
2018,SVSU Holiday Open and Multis,
2017,SVSU Holiday Open and Multis,
2010,SVSU Indoor Classic,
2017,SVSU Jet's Pizza Invitational,
2016,SVSU Jets Pizza Invitational,
2020,SVSU Tune-Up,
2019,SVSU Tune-Up,
2011,SVSU vs GVSU Dual Meet,
2016,SVSU-NU-WSU Tri Meet,
2017,SWOSU Open,
2018,SWU Susan Rouse Invitational,
2018,SWU warrior xc invite,
2020,SWU warrior xc meet,
2019,SWU-Susan Rouse Invite,
2017,Sacramento Capital Cross Challenge,
2017,Sacramento State Hornet Invitational,
2016,Sacramento State Hornet Invitational,
2011,Sacramento State Hornet Invitational,
2018,Sacramento State Hornet Invitational,
2018,Sacramento State Open,
2019,Saint Francis University Red Flash Open,
2016,Saint Leo University Pre-National Invite,
2013,"Saint Louis University ""Billiken Kickoff""",
2013,Saint Louis University Invitational,
2017,Saint Martin's Classic,
2015,Saint Martin's Invitational,
2014,Saint Martin's Invitational 2014,
2014,Saint Martin's Invite Men's 8k,
2018,Saint Martin's Jay Hammer Invitational,
2019,Saint Martin's Jay Hammer Open,
2012,Saint Martin's Track & Field Invitational,
2011,Saint Martin's Track & Field Invitational,
2016,Saint Martin's University Cross-Country Invitational,
2012,Saint Martins Cross Country Invitational,
2012,Saint Vincent College Invitational,
2015,Saints Indoor Invitational,
2016,Saints Indoor Invitational,
2019,Saluki Fast Start,
2013,Saluki Invitational,
2014,Sam Howell Invitational,
2013,Sam Howell Invitational,
2009,Sam Howell Invitational (Friday Night Races),
2013,Sam Williams Twilight Qualifier,
2012,Sam Williams Twilight Qualifier,
2015,Sam Williams Twilight Qualifier,
2018,Sam Williams Twilight Qualifier,
2020,Samford Indoor Clash 2020,
2019,Samford Invite 2019,
2012,Samford Multi,
2013,Samford Multi & Invitational (March),
2015,Samford Multi and Invitational,
2014,Samford Multi and Invitational Indoor,
2013,Samford Multi and Invitational Indoor Track & Field Meet,
2016,Samford Open,
2019,Samford Open 2019,
2018,Samford Open Indoor 2018,
2017,Samford Two Day Open Indoor 2017,
2016,San Diego Collegiate Challenge,
2018,San Diego Collegiate Challenge,
2017,San Diego Collegiate Challenge,
2014,San Diego Collegiate Challenge,
2015,San Diego Collegiate Challenge,
2013,San Diego Collegiate Challenge,
2012,San Francisco Invitational,
2016,San Francisco Invitational,
2010,San Francisco State Distance Carnival,
2018,San Francisco State Distance Carnival,
2014,San Francisco State Distance Carnival,
2011,San Francisco State Distance Carnival,
2013,San Francisco State Distance Carnival,
2015,San Francisco State Distance Carnival,
2016,San Francisco State Distance Carnival,
2012,San Francisco State Distance Carnival,
2017,San Francisco State Distance Carnival  Mar 31 -,
2017,San Francisco State Invitational,
2019,San Francisco State Invitational,
2015,San Francisco State Invitational,
2013,San Francisco State Invitational,
2010,San Francisco State Invitational,
2018,San Francisco State Invitational,
2016,San Francisco State Invitational,
2014,San Francisco State Invitational,
2014,"San Francisco State, Academy of Art, Cal State East Bay",
2015,San Francisco XC Invitational,
2020,San Marcos Mangrum Preview,
2016,Sand Plum Invite,
2014,Sand Shark Invitational / USC Beaufort,
2015,Sand Shark Invitational 2015,
2013,Sand Shark Invtational,
2016,Santa Clara Bronco Invitational,
2017,Santa Clara Bronco Invitational,
2013,Santa Clara Bronco XC Invitational,
2018,Santa Clara University Bronco Invitational,
2012,Santa Clara University Bronco Invitational,
2015,Saratoga Invitational,
2014,Saturday Night Shootout,
2012,Saturday Night at the Armory I,
2010,Savannah State Eye Opener,
2019,Savannah State EyeOpener,
2015,Savannah State Eyeopener,
2017,Savannah State Eyeopener,
2018,Savannah State Eyeopener,
2013,Savannah State Tiger Relays,
2016,Savannah State Tiger Relays,
2017,Savannah State Tiger Relays,
2015,Savannah State Twilight,
2013,Sea Ray Relays,
2012,Sea Ray Relays,
2020,Sean Brady / Keith Turner Alumni Open,
2018,Sean Collier Invitational,
2014,Sean Collier Invitational,
2017,Seattle Pacific Final Qualifier 2017,
2019,Seattle Pacific Final Qualifier 2019,
2020,Seattle Pacific Final Qualifier 2020,
2012,Seattle Pacific Last Chance Meet,
2013,Seattle Pacific Last Chance Meet,
2016,Seminole Invitational,
2018,Seminole Twilight,
2017,Seminole Twilight,
2014,Seventh Annual Rust Buster,
2012,Sewaee Mountain Laurel Invitational,
2015,Sewanee 35th Annual XC Invitational,
2014,Sewanee Cross Country Invitational (34th Annual),
2011,Sewanee Indoor Invitational,
2012,Sewanee Indoor Track & Field Invitational,
2015,Sewanee Mountain Laurel Invitational,
2014,Sewanee Mountain Laurel Invitational,
2014,Sewanee Tiger Indoor Invitational,
2012,Sewanee Tiger Indoor Track & Field Invitational,
2012,Sewanee/Berry Cross Country Invitational,
2016,Shacklette Invitational Cross Country Meet,
2017,Shacklette Invitational Cross Country Meet,
2014,Shaklette Invitational,
2012,Shaklette Invitational,
2015,Shaklette Invitational Cross Country Meet,
2013,Shaklette Invitational Cross Country Meet,
2012,Shamrock Invitational,
2011,Shamrock Invitational,
2014,Shamrock Invitational 2014,
2013,Shamrock Invitational XVII,
2016,Sharks Invitational,
2018,Shawn M. Nassaney Memorial Invitational,
2019,Shawn M. Nassaney Memorial Invitational,
2012,Shippensburg Paul Kaiser Classic,
2010,Shippensburg Paul Kaiser Classic,
2013,Shippensburg Paul Kaiser Classic,
2016,Shippensburg University Invitational,
2015,Shippensburg University Invitational,
2019,Shippensburg University Mid-Week Meet,
2015,Shorter Invitational,
2014,Shorter Invitational,
2016,Shorter Invitational 2016,
2012,Shorter Last Chance 2012,
2018,Silfen Invitational,
2013,Silfen Invitational,
2017,Silfen Track & Field Invitational,
2017,Simmons-Harvey Invite,
2016,Sioux CIty Relays 2016 UCO,
2018,Sioux City Relays,
2010,Sioux City Relays 2010 U Div,
2011,Sioux City Relays 2011,
2012,Sioux City Relays 2012,
2013,Sioux City Relays 2013,
2014,Sioux City Relays 2014,
2015,Sioux City Relays 2015,
2019,Sioux City Relays 2018 UCO Division,
2017,Sioux City Relays UCO 2017,
2011,Sioux Falls Invitational,
2012,Sioux Falls Relays,
2017,Skechers Performance Carl Kight Invitational,
2018,Skinny Raven UAA/UAF Dual,
2013,Skyhawk Invitational,
2012,Slippery Rock Cross Country Invitational,
2017,Slope Challenge,
2013,Smith College Winter Classic,
2018,Smith Pioneer Invitational,
2016,Smith Winter Classic,
2017,Smith Winter Classic,
2020,Smith Winter Classic,
2018,Snow Bird Open,
2017,Snow Bird Open,
2020,Snow Bird Open,
2012,Snowshoe Open,
2017,Snowshoe Open,
2016,Snowshoe Open,
2013,Snowshoe Open,
2019,Snowshoe Open,
2018,Snowshoe Open,
2015,Snowshoe Open,
2014,Snowshoe Open,
2010,Soka Peace Invitational,
2015,Soka University Indoor Qualifier,
2012,Sonoma State University Invitational,
2018,South Alabama Jaguar Classic,
2019,South Alabama Jaguar Opener,
2017,South Atlantic CC Championship,
2016,South Atlantic Conference,
2015,South Atlantic Conference,
2012,South Atlantic Conference,
2013,South Atlantic Conference,
2014,South Atlantic Conference CC Championship,
2015,South Atlantic Conference Champiionship,
2018,South Atlantic Conference Championship,
2017,South Atlantic Conference Championship,
2014,South Atlantic Conference Championship,
2019,South Atlantic Conference Championship,
2016,South Atlantic Conference Championship,
2018,South Atlantic Conference Cross Country Championships,
2019,South Atlantic Conference Indoor Track & Field Championships,
2018,South Atlantic Indoor T&F Championships,
2020,South Atlantic Indoor Track & Field Championships  Feb 29 -,
2019,South Atlantic Outdoor Track & Field Championship,
2020,South Carolina Invitational,
2012,South Carolina Weems Baskin Invitational,
2019,South Central Region Preview,
2019,South Dakota Challenge,
2018,South Dakota Invite,
2016,South Dakota Mines Bauer Invitational,
2019,South Florida Collegeiate Invitational,
2018,South Florida Cross Country Invitational,
2014,South Florida Cross Country Invitational,
2015,South Florida Invitational,
2013,South Florida Invitational,
2012,South Florida Invitational,
2013,South Plains College Indoor Invitational,
2012,Southeastern Classic,
2017,Southern Arkansas University Lois Davis Invitational,
2014,Southern Miss Cupid Classic,
2019,Southern Miss Invitational,
2019,Southern Miss Open,
2018,Southern Stampede,
2019,Southern Stampede,
2013,Southern States Athletic Conference,
2019,Southern Tier Collegiate Invite,
2017,Southern Wesleyan Univ./ Susan Rouse Invite 2017,
2014,Southwest Baptist Invitational,
2015,Southwest Baptist Invitational,
2017,Southwest Baptist XC Invite,
2014,Southwest Baptist XC Invite,
2018,Southwestern College Invitational,
2018,Southwestern College Relays,
2013,Southwestern Inv 2013,
2016,Southwestern Invitational,
2015,Southwestern Invitational,
2014,Southwestern Invitational,
2015,Southwestern Relays,
2019,Spank Blasing,
2018,Spartan Classic - Aurora Unversity,
2017,Spartan Classic - Aurora Unversity,
2019,Spartan Invitational,
2018,Spartan Invitational,
2017,Spartan Invitational  Mar 31 -,
2014,Spartan Invitational 2014,
2018,Spartan Invite 2018,
2020,Spartan Invite 2020,
2016,Spartan Regional Invite,
2017,Spartan Regional Invite,
2017,Spec Towns Invitational,
2016,Speedway Meadow Duals,
2015,Speedway Meadows Dual,
2015,Spiked Shoe,
2014,Spring Break Open,
2015,Spring Break Open Track & Field Meet,
2014,Spring Invite,
2019,Springfield College Classic,
2014,Springfield College Indoor T&F Meet #2,
2014,Springfield College Indoor T&F Meet #3,
2014,Springfield College Invitation T&F Meet,
2013,Springfield College Invitation T&F Meet,
2018,Springfield College Massasoit Classic,
2019,Springfield College Massasoit Classic,
2020,Springfield College Massasoit Classic,
2018,Springfield Pride Classic,
2016,St Francis Father Bede,
2015,St Joseph's Winter Invitational,
2012,St Olaf Invitational,
2013,St Olaf Invitational,
2014,St Olaf Invitational,
2016,St Vincent Invitational,
2019,St. Ambrose Invitational,
2015,St. John Fisher Cardinal Classic,
2019,St. John Fisher Cardinal Classic,
2016,St. John Fisher College Cardinal Classic,
2014,St. John's Hofstra Fall Festival,
2013,St. Joseph's College Golden Eagle Invitational,
2016,St. Joseph's Spring Opener,
2012,St. Leo Invitational,
2018,St. Louis Fall Classic,
2017,St. Louis Fall Cross Country Classic,
2019,St. Louis Fall Cross Country Classic,
2013,St. Martin's Last Chance,
2019,St. Norbert Invitational,
2017,St. Norbert Twilight,
2018,St. Norbert Twilight,
2016,St. Olaf Invitational,
2017,St. Olaf Invitational,
2012,St. Thomas Invite,
2015,St. Thomas Invite,
2014,St. Thomas Invite,
2019,St. Thomas Showcase,
2013,St.Johns-Hofstra 2013 Fall Festival,
2017,Stan Lyons 2017,
2017,Stan Sims Invitational 2017,
2017,Stanford Cardinal Classic,
2012,Stanford Cross Country Invitational,
2014,Stanford Cross Country Invitational (Colleges),
2014,Stanford Invitational,
2019,Stanford Invitational,
2018,Stanford Invitational,
2011,Stanford Invitational,
2012,Stanford Invitational,
2010,Stanford Invitational,
2016,Stanford Invitational,
2015,Stanford Invitational,
2013,Stanford Invitational,
2017,Stanford Invitational  Mar 31 -,
2012,Stanislaus Invitational,
2017,Stanislaus Kim Duyst Invitational,
2012,Stanislaus Open Invitational,
2011,Stark County Challenge,
2013,Stark County Challenge,
2012,Stark County Challenge,
2015,State Farm ESU Relays,
2011,State Farm ESU Relays,
2014,State Farm Emporia State Relays,
2019,State Farm Friends of Track and Field Mountaineer Showcase,
2020,Steemer Showcase,
2012,Stegemoller Classic,
2014,Stegemoller Classic,
2013,Stegemoller Classic,
2015,Stegemoller Classic 2015,
2017,Stegemoller Classic National Preview,
2016,Steve Scott Invitational,
2011,Steve Scott Invitational  Apr 30 -,
2017,Steven Reeder Invitational,
2019,Steven Reeder Memorial Cross Country Invitational,
2018,Steven Reeder Memorial Cross Country Invitational,
2011,Stillman Relays,
2019,Stonehill Skyhawk Invitational,
2010,Stonehill Skyhawk Invitational,
2011,Stonehill Skyhawk Invitational,
2012,Stonehill Skyhawk Invitational,
2016,Stonehill Skyhawk Invitational,
2016,Stonehill Skyhawk Invite,
2018,Stonehill Skyhawk Invite,
2014,Stonehill Skyhawk Invite,
2017,Stonehill Skyhawk Invite,
2015,Stonehill Skyhawk Invite,
2016,Storm Invitational,
2013,Strut's Season Opener,
2019,Stump Invitational,
2018,Summit League XC Championships,
2014,Sundodger Invitational,
2013,Sundodger Invitational,
2015,Sundodger Invitational (D-I Only),
2017,Sundodger Invitational (Open Division),
2016,Sundodger Invitational (Open Division),
2015,Sunshine State Conference,
2018,Sunshine State Conference Championship,
2017,Sunshine State Conference Championships,
2016,Sunshine State Conference Cross Country Championships,
2012,Sunshine State Conference Cross Country Championships,
2014,Sunshine State Conference Cross Country Championships,
2019,Sunshine State Cross Country Championships,
2013,Super 8,
2012,Susquehanna University Open,
2016,Susquehanna University Open,
2014,Swarthmore Final Qualifier,
2017,Swarthmore Final Qualifier,
2011,Sykes & Sabock Challenge Cup,
2014,TCNJ Invitational,
2013,THE REMEMBRANCE RUN,
2014,THE REMEMBRANCE RUN 2014,
2014,TTU Indoor Open,
2014,TTU Masked Rider Open  Jan 31 -,
2014,TTU Outdoor Open,
2014,TTU Red Raider Open,
2019,Tabor College Invitational,
2016,Tabor College Invitational,
2018,Tabor College Invite,
2020,Tadd Metzger Invitational,
2014,Tadd Metzger Invitational,
2015,Tadd Metzger Invite,
2015,Tailwind Open,
2013,Talon Invitational,
2015,Tampa Dual Meet,
2019,Tampa Track Classic,
2020,Tampa Track Classic #1,
2020,Tampa Track Classic #2,
2014,Tar Heel Opener,
2015,Tarleton State Invitational,
2012,Tarleton State Invitational,
2014,Tarleton State Invitational,
2013,Tarleton State Invitational,
2010,Tarleton State Invitational,
2011,Tarleton State Invitational,
2012,Taylor Indoor Invitational,
2019,Taylor University Ray Bullock Invitational,
2020,Taylor University Ray Bullock Invitational,
2019,Team 4 Titus and Ely Invitational,
2014,Team Challenge,
2013,Team Challenge,
2013,Ted Nelson Classic,
2017,Ted Nelson Classic,
2016,Ted Nelson Classic,
2019,Ted Nelson Classic,
2012,Ted Nelson Classic,
2020,Ted Nelson Classic,
2011,Ted Nelson Classic,
2018,Ted Nelson Classic,
2010,Ted Nelson Classic,
2020,Ted Nelson Invitational Day One,
2012,Ted Owen Invitational,
2018,Temple Invitational,
2017,Temple University Cross Country Invitational at Belmont Plateau,
2017,Tennessee Challenge,
2018,Tennessee Challenge,
2014,Tennessee Relays,
2015,Tennessee Relays,
2017,Tennessee Rust Buster,
2010,Tennessee State Invitational,
2011,Tennessee State Invitational,
2012,Terrier Relays,
2015,Terrier Relays,
2016,Terrier Relays 2016,
2018,Terrier Relays 2018,
2014,Terrier Relays 4th Annual,
2016,Terry Masterson Twilight Classic,
2017,Terry Masterson Twilight Classic,
2019,Texas A&M Aggie Twilight,
2018,Texas A&M Aggie Twilight,
2020,Texas A&M Invitational,
2019,Texas A&M Invitational,
2019,Texas A&M Kingsville Cactus Cup,
2019,Texas Invitational Cross Country Meet,
2018,Texas State Bobcat Invitational,
2019,Texas State Bobcat Invitational,
2016,Texas State Bobcat Invitational  Mar 31 -,
2015,Texas Tech Indoor Open,
2012,Texas Tech Indoor Open #2,
2011,Texas Tech Invitational,
2010,Texas Tech Invitational,
2013,Texas Tech Masked Rider Open,
2015,Texas Tech Masked Rider Open,
2018,Texas Tech Matador Quaifier,
2020,Texas Tech Matador Qualifier,
2019,Texas Tech Open,
2011,Texas Tech Open,
2014,Texas Tech Open,
2013,Texas Tech Open,
2017,Texas Tech Open,
2012,Texas Tech Open,
2018,Texas Tech Open,
2016,Texas Tech Open,
2018,Texas Tech Red & Black Open,
2015,Texas Tech Red Raider Open,
2013,Texas Tech Red Raider Open,
2020,Texas Tech Shootout,
2018,The 12th Annual Sand Shark Invitational,
2013,The 2013 Bethany Invite,
2017,The 2017 Bethany Invite,
2019,The Adidas Trojan Challenge,
2016,The Asics Sand Shark Invitational,
2016,The CNU XC Invitational,
2016,The Coach Omeltchenko Invitational,
2018,The Dan Veach Invitational,
2018,The East Texas Preseason Invitational,
2015,The Elm City Challenge,
2017,The Elm City Challenge,
2016,The Elm City Challenge,
2013,The Jerry Quiller Classic,
2019,The Opener,
2017,The Opener,
2015,The Opener,
2016,The Opener,
2018,The Opener,
2019,The Pickle Festival Relays,
2019,The Power 5,
2018,The Quad,
2018,The Ron Masanz Classic,
2015,The Shootout,
2016,The Shootout 2016,
2017,The Showcase,
2015,The Showcase,
2018,The Showcase,
2016,The Showcase,
2018,The Skecher's Performance Carl Kight Invitational,
2013,The Sun Conference,
2015,The Sun Conference Championship,
2014,The Sun Conference Championship,
2019,The Sundowner Invitational,
2016,The Will Wilson Invitational 2016,
2010,Thomson Invitational,
2011,Thomson Invitational at University of Delaware,
2014,Thundering Herd Classic,
2016,Thundering Herd Classic,
2018,Thundering Herd Classic,
2015,Thundering Herd Classic,
2013,Thundering Herd Classic,
2016,Tiffin Alumni Open,
2016,Tiffin Dragon Invite,
2017,Tiffin Dragon Open,
2016,Tiffin Dragon Open,
2013,Tiffin University Carnival,
2016,Tiffin University Mid Week Challenge,
2014,Tiger Chase,
2014,Tiger Classic 2014,
2015,Tiger Orange and Blue Classic,
2016,Tiger Orange and Blue Classic,
2018,Tiger Orange and Blue Classic,
2013,Tiger Paw,
2014,Tiger Relays,
2017,Tiger Track Classic,
2016,Tiger Track Classic,
2015,Tiger Track Classic 2015,
2018,Tiger Track Classic 2018,
2016,Tiger Twilight,
2017,Tiger's All Comers Invitational 2017,
2015,Titan Invitational,
2018,Titan Invite,
2018,Titan Twilight,
2014,Titan Twilight,
2016,Titan Twilight,
2012,Toledo Collegiate Challenge,
2014,Toledo Invitational,
2017,Tom Benich Invitational,
2016,Tom Benich Invite,
2010,Tom Benich Track & Field Classic,
2010,Tom Botts Invitational,
2011,Tom Botts Invitational,
2012,Tom Cat Twilight,
2010,Tom Cat Twilight,
2016,Tom Farrell Classic,
2016,Tom Gage,
2012,Tom Gage Classic,
2013,Tom Hathaway Challenge,
2015,Tom Hathaway Distance Carnival,
2019,Tom Hathaway Distance Classic,
2014,Tom Hathaway Distance Classic,
2020,Tom Hathaway Distance Classic,
2018,Tom Tellez Invitational,
2019,Tomcat Twilight,
2017,Tomcat Twilight,
2018,Tommy Evans,
2015,Tommy Evans Invitational,
2019,Tommy Evans Invitational,
2014,Tommy Evans Invitational,
2016,Tommy Evans Invitational,
2013,Tommy Evans XC Invitational,
2017,Tommy Evans XC Invitational,
2017,Top Times Titan Open 2017,
2018,Top Times Titan Open 2018,
2019,Torrin Lawrence Memorial,
2017,Towson Tiger Invitational,
2016,TrackTown USA High Performance Meet #2,
2016,TrackTown USA High Performance Meet #4,
2016,Trevecca Nazarene D-II Showcase Invite,
2017,Trevecca Nazarene DII Showcase Invite,
2019,Trevecca Nazarene DII Showcase meet,
2014,Trinity Bantam XC Invitational,
2009,Trinity College Bantam Invitational,
2019,Trinity College Bantam Invitational 2019,
2012,Trinity College Bantam XC Invitational,
2017,Trinity Invitational 2017,
2019,Trinity Open,
2017,Trinity Open 2017,
2018,Trinity Tiger Invite,
2015,Trinity Tiger Invite,
2011,"Troy's Coach ""O"" Invitational",
2013,Troy/Coach ''O'' Invite,
2016,Trudnowski Open,
2018,True Blue Twilight,
2019,Truman State Quad,
2018,Truman State Quad,
2019,Truman State vs Lindenwood,
2015,Tufts Cupid Challenge,
2020,Tufts Cupid Challenge,
2013,Tufts Cupid Challenge,
2014,Tufts Cupid Challenge,
2011,Tufts Indoor Invitational,
2013,Tufts Indoor Invitational #1,
2009,Tufts Indoor Invitational #1,
2012,Tufts Indoor Invitational #1,
2016,Tufts Invite #1,
2015,Tufts Invite #1,
2011,Tufts Outdoor Invitational,
2013,Tufts Snowflake Classic,
2014,Tufts Snowflake Classic,
2015,Tufts Snowflake Classic,
2017,Tufts Snowflake Classic,
2016,Tufts Snowflake Classic,
2010,Tufts Stampede,
2013,Tufts Stampede,
2009,Tufts Stampede,
2012,Tufts Stampede,
2011,Tufts Stampede,
2016,Tufts Stampede and Multi,
2017,Tufts Stampede and Multi,
2013,Tulsa Duels,
2014,Tulsa Duels 2014,
2017,Tusculum Open,
2013,Twilight Invite Benedictine University,
2019,Twilight Meet,
2019,Twin Ports Invite,
2018,Twin Ports Invite,
2017,Twin Ports Invite,
2016,Twin Ports Invite,
2016,U Mass Amherst Minuteman Invitational,
2017,U Mass Minuteman Track and Field Invitational,
2013,U. of Tampa Ryan McCall Track Meet,
2011,U.C. Early Bird,
2014,U.P. College Cross Country Championships,
2015,U.P. Cross Country Championships,
2014,UAA Invite,
2012,UAB Blazer Invitational,
2016,UAB Blazer Invitational,
2020,UAB Green and Gold Invitational,
2015,UAB Green and Gold Invite,
2018,UAB Vulcan Invitational,
2017,UAB Vulcan Invitational,
2016,UAB Vulcan Invitational,
2020,UAB Vulcan Invitational,
2013,UAH / Earl Jacoby Memorial XC Invite,
2014,UAH / Earl Jacoby Memorial XC Invite,
2011,UAH Bulldog Relays,
2019,UAH Charger Invitational,
2020,UAH Charger Invitational,
2016,UAH Charger Invitational,
2018,UAH Charger Invitational,
2017,UAH Charger Invitational,
2017,UAH Chargers XC Invite,
2016,UAH Chargers XC Invite,
2018,UAH Chargers XC Open,
2020,UAH Chargers XC Open,
2019,UAH Chargers XC Open,
2015,UAH/Earl Jacoby Memorial,
2013,UAlbany Great Dane Classic,
2014,UAlbany Great Dane Classic,
2017,UB Stampede XC Invite,
2015,UBC Open,
2013,UBC Open,
2019,UBC Open,
2018,UBC Open,
2016,UBC Open & Achilles Cup,
2014,UC All-Cal,
2019,UC Alumni Invitational,
2013,UC Davis Aggie Open,
2011,UC Davis Aggie Open,
2010,UC Davis Aggie Open,
2018,UC Davis Doc Adams Open,
2016,UC Davis Doc Adams Open,
2017,UC Davis Doc Adams Open,
2015,UC Irvine Invitational,
2012,UC Irvine Spring Break,
2018,UC Irvine Spring Break Classic,
2013,UC Irvine Spring Break Classic,
2019,UC Irvine Spring Break Collegiate Classic,
2015,UC Irvine Steve Scott Invit(Colleges),
2014,UC Oliver Nikoloff,
2014,UC Riverside,
2013,UC Riverside Invit,
2015,UC Riverside Invitational,
2016,UC Riverside Invitational (Non-DI),
2013,UC San Diego Opener,
2018,UC San Diego Triton Classic,
2019,UC San Diego Triton Classic,
2015,UC San Diego Triton Classic,
2014,UC San Diego Triton Invit,
2013,UC San Diego Triton Invit,
2019,UC-Riverside Spring Track Classic,
2014,UCA Open,
2018,UCA Open,
2010,UCCS Mines Dual Meet,
2013,UCCS Rust Buster Invite,6060
2012,UCCS Rust-Buster Invite,6060
2012,UCCS Rust-Buster Open,6060
2017,UCCS Rust-Buster XC Jamboree,6060
2020,UCCS Rustbuster 2020,6060
2016,UCCS/Colorado College Dual,
2012,UCF Black and Gold,
2017,UCF Black and Gold Challenge,
2018,UCF Black and Gold Challenge,
2014,UCF Invitational,
2010,UCF Invitational,
2011,UCF Invitational,
2015,UCF Invitational,
2016,UCF Invitational,
2015,UCF Twilight,
2019,UCM Classic,
2017,UCM Classic,
2018,UCM Classic,
2013,UCM Classic,
2014,UCM Classic,
2011,UCM Classic,
2015,UCM Classic,
2016,UCM Classic,
2017,UCM Invite,
2020,UCM Invite,
2016,UCM Invite,
2013,UCM Men Mule Relays,
2015,UCM Mule Relays,
2017,UCM Mule Relays,
2019,UCM Mule Relays,
2018,UCM Mule Relays,
2016,UCM Mule Relays,
2020,UCM Mule Relays,
2014,UCM Mule Relays,
2011,UCM Mule Relays,
2019,UCM Mule Relays  Jan 31 -,
2013,UCM Mule Run,
2014,UCM Mule Run,
2018,UCM Mule Run,
2012,UCMO Classic,
2012,UCMO Invite,
2014,UCMO Invite,
2013,UCMO Invite,
2015,UCMO Invite,
2014,UCMO Mule Relays,
2012,UCMO Mule Relays,
2013,UCMO Mule Relays,
2015,UCMO Mule Relays,
2012,UCMO Mule XC Invite,
2020,UCO Alumni Classic,
2019,UCO Alumni Classic,
2018,UCO Invitational,
2018,UCO Land Run,
2019,UCO Land Run,
2018,UCO Open,
2019,UCO Open,
2020,UCO Weilert Open,
2010,UCONN Invitational Track Meet,
2013,UCONN Men's Classic Invitational Track Meet,
2012,UCONN Men's Invitational Track Meet,
2014,UCONN Men's New England Challenge,
2016,UCONN Northeast Challenge,
2015,UCONN Northeast Challenge,
2018,UCONN Northeast Challenge,
2017,UCONN Northeast Challenge,
2019,UCONN Northeast Challenge,
2018,UCR 38th Annual Cross Country Invitational,
2019,UCR 39th Annual Cross Country Invitational,
2017,UCR Invitational,
2018,UCS Invitational,
2017,UCS Invitational,
2015,UCS Invitational,
2014,UCS Invitational,
2016,UCS Invitational,
2012,UCSD - CPP - CMS Triangular,
2013,UCSD Opening Triangular,
2012,UCSD Season Opener,
2016,UCSD Triton Classic,
2017,UCSD Triton Classic,
2012,UCSD Triton Classic,
2018,UCSD Triton Invitational,
2014,UCSD Triton Invitational,
2013,UCSD Triton Invitational - Colleges and Universities,
2017,UD Blue & Gold Classic,
2013,UD Delaware XC Invitational I,
2015,UD Flyer 5k,
2019,UE Invitational 2019,
2012,UF Tom Jones Invitational,
2014,UF Tom Jones Memorial,
2017,UF Tom Jones Memorial,
2018,UF Tom Jones Memorial,
2019,UF Tom Jones Memorial,
2015,UIC Home Opener,
2016,UINDY Collegiate Invitational,
2016,UINDY Tom Hathaway Distance Carnival,
2016,UINDY Track & Field Challenge,
2018,UIS Cross Country Invitational,
2019,UIS Prairie Star Invitational,
2017,UIW Cardinal Quadrangle,
2019,UIW Cardinal Spring Break Classic,
2018,UIW Cardinal Spring Break Classic,
2017,UIW Cross Country Invitational Dual Meet,
2018,UIW Invitational,
2019,UIW Invitational,
2017,UIW Invitational,
2019,UIW XC Invite,
2013,UIndy Alumni Track and Field Open,
2014,UIndy Relays,
2012,UMASS Boston Indoor Invitational,
2016,UMBC v. Franklin Pierce,
2018,UMD Bulldog Open,
2019,UMW Opener,
2012,UMass Amherst Cross Country Meet # 2,
2016,UMass Boston Indoor Open,
2015,UMass Boston Indoor Open,
2013,UMass Boston Indoor Open,
2018,UMass Boston Indoor Open,
2014,UMass Boston Indoor Opener,
2018,UMass Boston Winter Open,
2016,UMass Dartmouth Corsair XC Invitational,
2017,UMass Dartmouth Cross Country Invitational,
2013,UMass Dartmouth Cross Country Invitational,
2015,UMass Dartmouth Cross Country Invitational,
2018,UMass Dartmouth Cross Country Invitational,
2019,UMass Dartmouth Cross Country Invitational,
2014,UMass Dartmouth Invitational,
2009,UMass Dartmouth Shriners Cross Country Invitational,
2012,UMass Dartmouth Shriners Cross Country Invitational,
2011,UMass Invitational # 2,
2009,UMass Lowell George Davis Invitational T&F Meet,
2016,UMass Lowell Invitational,
2018,UMass Lowell Invitational,
2012,UNC Invitational,
2019,UNC Invite,
2016,UNC-Asheville CC Invitational,
